PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,CRIME-CHILDREN,CRIME-THEFT,CRIME RATE,Estimate,COMMI,RENT
P01206,Anna Nagar,1953,116,2,1,5,No,2.7,2.5,2.6,4854590,97092,9709.2
P01023,Anna Nagar,1690,44,1,1,4,Yes,3.7,3.6,3.65,3439570,224895,22489.5
P10013,Velachery,1521,168,2,1,4,Yes,4.6,5,4.8,4524110,205641,20564.1
P01400,Chrompet,851,15,1,1,3,Yes,3.7,3.8,3.75,4053670,110555,11055.5
P01287,Chrompet,1039,99,1,1,3,Yes,3.7,2.5,3.1,2853540,66583,6658.3
P00353,Anna Nagar,1514,92,1,1,4,Yes,3.5,4.2,3.85,6953540,256183,25618.3
P00886,Chrompet,929,149,1,1,3,Yes,4,4.1,4.05,2984780,95939,9593.9
P07284,Chrompet,1208,38,2,1,4,Yes,2.6,5,3.8,2594980,83709,8370.9
P02462,KK Nagar,1768,62,2,1,4,Yes,4.4,4.6,4.5,3292410,249425,24942.5
P01489,Chrompet,806,47,1,1,3,No,2.1,3.2,2.65,1943220,103233,10323.3
P05531,Karapakkam,507,187,1,1,2,Yes,4.4,3.9,4.15,2716150,52998,5299.8
P04761,Karapakkam,627,42,1,1,2,No,2.1,4.5,3.3,1457890,92333,9233.3
P00303,Chrompet,852,34,1,1,3,No,3.3,4.1,3.7,3165270,115101,11510.1
P04578,Adyar,871,88,1,1,3,No,2.2,4.3,3.25,2915760,8576,857.6
P08980,Adyar,730,154,1,1,2,Yes,4,4.3,4.15,3221310,138056,13805.6
P00609,Anna Nagar,1790,187,1,1,4,No,4,4.9,4.45,4331710,159589,15958.9
P00596,T Nagar,1851,190,2,1,5,No,2.7,4.1,3.4,3505720,175286,17528.6
P01259,Anna Nagar,1561,81,1,1,4,No,3.7,2.1,2.9,3453040,61661,6166.1
P09754,Velachery,1608,109,2,1,4,Yes,4,2.4,3.2,5335360,121951,12195.1
P08301,KK Nagar,1784,49,3,2,5,Yes,3.8,2,2.9,4963070,113737,11373.7
P04592,Chrompet,1021,128,1,1,3,Yes,2.2,4.7,3.45,3384450,65086,6508.6
P03531,Karapakkam,1519,170,2,2,4,Yes,2.2,2.1,2.15,5385600,191488,19148.8
P00120,Anna Nagar,1507,29,1,1,4,No,2,3,2.5,4888320,130355,13035.5
P00801,T Nagar,1920,131,2,1,5,Yes,2.2,4.2,3.2,4235210,105880,10588
P03584,Adyar,612,189,1,1,2,Yes,3.9,3.8,3.85,2243520,52789,5278.9
P01881,Karapakkam,1476,173,2,2,4,No,2.4,3.9,3.15,2751250,71000,7100
P03191,Karapakkam,1102,179,1,1,3,No,3,4.6,3.8,2845600,64026,6402.6
P02673,Karapakkam,625,103,1,1,2,Yes,4.1,3.8,3.95,1938300,44730,4473
P01984,KK Nagar,2006,170,3,2,5,No,2.5,3.5,3,4742420,151354,15135.4
P06869,KK Nagar,1836,132,3,2,5,No,2.3,3,2.65,3459030,221733,22173.3
P05671,KK Nagar,1401,76,2,1,4,No,3.3,2.4,2.85,2715540,93347,9334.7
P00650,Chrompet,767,93,1,1,2,Yes,4.4,3.3,3.85,2425280,111936,11193.6
P00168,Chrmpet,1141,44,1,1,3,No,4.8,4.1,4.45,4057630,36888,3688.8
P04847,Anna Nagar,1567,138,1,1,4,No,3.5,2.5,3,5739900,203674,20367.4
P07423,KK Nagar,1515,191,2,1,4,No,3.2,3.7,3.45,3385280,194910,19491
P03891,Anna Nagar,1713,145,1,1,4,Yes,4.1,2,3.05,4312790,215640,21564
P07858,Anna Nagar,1963,191,2,1,5,Yes,4.3,3.3,3.8,5776000,152000,15200
P04263,KK Nagar,2431,2,4,2,6,Yes,2,3.2,2.6,6917460,373917,37391.7
P01343,Anna Nagar,1981,34,2,1,5,Yes,2.1,3.4,2.75,6761520,370793,37079.3
P04811,Chrompet,1084,85,1,1,3,No,2.5,2,2.25,2498130,69948,6994.8
P04558,Chrompet,901,33,1,1,3,No,4.7,2.9,3.8,2339080,124264,12426.4
P03713,Adyar,1127,191,1,1,3,Yes,4.9,2.9,3.9,4896390,86407,8640.7
P05475,Anna Nagar,1610,169,1,1,4,No,3.7,3.9,3.8,6034450,113146,11314.6
P00644,Chrompet,1057,189,1,1,3,No,2.3,3.2,2.75,3689970,65892,6589.2
P06598,Karapakkam,500,96,1,1,2,No,3.5,3.3,3.4,3347070,143446,14344.6
P06739,KK Nagar,2298,122,4,2,6,Yes,2.7,2,2.35,8644820,255415,25541.5
P00728,Anna Nagar,1635,120,1,1,4,No,3.1,2.3,2.7,4732860,145626,14562.6
P09481,Chrompet,782,127,1,1,2,No,3,3.9,3.45,1500340,24005,2400.5
P00172,T Nagar,1815,30,2,1,5,No,3.2,4.7,3.95,5268230,197559,19755.9
P07531,Anna Nagar,1572,136,1,1,4,No,2.5,2.5,2.5,3653460,169625,16962.5
P03986,Anna Nagar,1889,27,2,1,5,Yes,2,4.4,3.2,3952690,228040,22804
P07648,KK Nagar,1913,28,3,2,5,No,3.8,2.6,3.2,7425130,297005,29700.5
P07190,T Nagar,1539,175,1,1,4,No,3,3.6,3.3,2632640,103425,10342.5
P00243,Anna Nagar,1937,138,2,1,5,No,3,4.5,3.75,5181040,109901,10990.1
P05789,KK Nagar,2364,94,4,2,6,No,2.4,4,3.2,3810290,173195,17319.5
P09893,Velachery,1972,160,3,2,5,Yes,4.5,4.3,4.4,5851550,292578,29257.8
P08698,Chrompet,1248,43,2,1,4,No,4.4,4.4,4.4,2881800,109310,10931
P00904,Chrompet,1254,21,2,1,4,No,2.7,3.5,3.1,2094090,40271,4027.1
P07730,Anna Nagar,1977,2,2,1,5,Yes,2.6,2.7,2.65,4890120,281553,28155.3
P08125,Chrompet,1041,199,1,1,3,Yes,4,5,4.5,2988270,41217,4121.7
P04498,KK Nagar,2013,51,3,2,5,No,3.1,2.5,2.8,6060580,193939,19393.9
P09886,Velachery,1917,64,3,2,5,No,2,3.7,2.85,5014460,195007,19500.7
P04374,Karapakkam,1154,84,1,1,3,No,3.9,4,3.95,1899630,58044,5804.4
P00685,Chrompet,1239,104,2,1,4,Yes,2.2,3,2.6,3696940,49293,4929.3
P05046,KK Nagar,2120,42,3,2,5,No,2.4,2.1,2.25,3858490,204273,20427.3
P02802,Adyar,741,192,1,1,2,Yes,2.7,3,2.85,2847890,94930,9493
P02913,Chrompet,883,27,1,1,3,No,3.6,3.1,3.35,2549020,98672,9867.2
P02736,KK Nagar,1897,162,3,2,5,Yes,4.8,2.9,3.85,5318820,137260,13726
P01604,Karapakkam,514,146,1,1,2,No,4.6,2,3.3,2553770,100963,10096.3
P08709,Velachery,1805,3,3,2,5,No,2,4.5,3.25,4492570,231874,23187.4
P07502,Adyar,1006,98,1,1,3,Yes,3.4,2.8,3.1,3284960,164248,16424.8
P05335,T Nagar,1500,101,1,1,4,Yes,4.5,3.6,4.05,3687810,59481,5948.1
P02922,Chrompet,831,77,1,1,3,Yes,2.7,3.7,3.2,1942020,29877,2987.7
P02900,Karapakkam,1449,84,2,2,4,Yes,2.5,2.2,2.35,2337660,129870,12987
P03554,Anna Nagar,1558,152,1,1,4,No,2,4.3,3.15,2381240,123824,12382.4
P03980,T Nagar,1880,15,2,1,5,Yes,3.5,2.6,3.05,3878290,124105,12410.5
P04090,Karapakkam,1175,101,1,1,3,Yes,2.6,2.1,2.35,3210660,160533,16053.3
P09290,Adyar,1001,116,1,1,3,Yes,2.5,2,2.25,3418640,59826,5982.6
P03387,Karapakkam,1501,161,2,2,4,Yes,3.3,3.3,3.3,4881040,171496,17149.6
P03470,Karapakkam,633,158,1,1,2,Yes,3.3,2.7,3,2257910,121580,12158
P00442,Chrompet,969,52,1,1,3,No,3.6,4,3.8,2897800,122599,12259.9
P06261,Karapakkam,1041,125,1,1,3,Yes,2.9,2,2.45,2591180,137180,13718
P06909,Chrompet,1246,190,2,1,4,No,4.8,4.7,4.75,2440150,100972,10097.2
P00787,T Nagar,1717,7,1,1,4,No,2.1,4.5,3.3,3663910,111953,11195.3
P04521,Karapakkam,1080,174,1,1,3,No,2,4.2,3.1,4463250,98192,9819.2
P07783,KK Nagar,1757,159,2,1,4,Yes,2,2.5,2.25,5405070,132369,13236.9
P00712,Anna Nagar,1598,91,1,1,4,No,4.9,4,4.45,3278370,100873,10087.3
P09173,Velachery,1931,196,3,2,5,Yes,3.1,3,3.05,3442440,97094,9709.4
P07195,Chrompet,991,27,1,1,3,No,2.5,4.7,3.6,2164930,48110,4811
P04421,Karapakkam,1482,168,2,2,4,Yes,4.6,2.1,3.35,3466360,200684,20068.4
P09627,Velachery,1812,98,3,2,5,Yes,3.7,2.6,3.15,3768730,103640,10364
P05158,Velachery,1685,200,2,1,4,No,3.8,2.8,3.3,3028160,171596,17159.6
P04004,Chrompet,1019,24,1,1,3,Yes,2.6,3.3,2.95,2793360,37245,3724.5
P06848,KK Nagar,2099,72,3,2,5,No,3.1,2.8,2.95,4840790,172117,17211.7
P06265,Karapakkam,772,78,1,1,2,No,2.1,3.2,2.65,1921100,91252,9125.2
P06276,KK Nagar,1697,188,2,1,4,No,4.8,2.4,3.6,5120510,241802,24180.2
P06172,KK Nagar,2445,99,4,2,6,No,3.9,3.3,3.6,3499060,218691,21869.1
P07617,KK Nagar,2162,6,3,2,5,Yes,3.6,3.7,3.65,6470540,215685,21568.5
P03851,Karapakkam,1259,108,1,1,3,No,4.6,3.7,4.15,4924250,98485,9848.5
P03159,KK Nagar,1413,3,2,1,4,Yes,4.2,2.1,3.15,4504010,251387,25138.7
P08457,Chrompet,1112,132,1,1,3,Yes,3.4,4.4,3.9,3755010,111260,11126
P04832,Karapakkam,1597,27,2,2,4,Yes,3.4,3,3.2,2443530,62834,6283.4
P00565,Chrompet,1144,43,1,1,3,Yes,3.4,2.6,3,3271350,191769,19176.9
P00912,Chrompet,1112,167,1,1,3,Yes,4.1,3.9,4,3342280,107816,10781.6
P07436,Chrompet,1010,7,1,1,3,No,4.9,3.5,4.2,3255120,120560,12056
P08113,Chrompet,911,184,1,1,3,Yes,4.9,2.1,3.5,3199350,147662,14766.2
P04437,KK Nagar,1740,9,2,1,4,No,2.5,2.3,2.4,3897770,133345,13334.5
P00989,Chrompet,968,103,1,1,3,Yes,4.5,2.1,3.3,4658940,197652,19765.2
P08580,Adyar,956,91,1,1,3,No,2.3,2.5,2.4,3265650,136069,13606.9
P02485,Adyar,1270,196,2,2,4,Yes,4.9,4.2,4.55,3954260,153777,15377.7
P06096,Velachery,1947,32,3,2,5,No,3.4,4.9,4.15,3224430,110309,11030.9
P04302,Chrompet,908,140,1,1,3,Yes,4.3,2,3.15,3794720,88543,8854.3
P03452,Velachery,1920,79,3,2,5,Yes,3.5,2.8,3.15,4211290,199482,19948.2
P02121,Chrompet,1274,138,2,1,4,No,4,4.4,4.2,2574900,82397,8239.7
P03777,Karapakkam,1153,105,1,1,3,No,2.1,2.1,2.1,2628540,160633,16063.3
P09564,Velachery,1775,199,2,1,4,Yes,3.7,4.1,3.9,3601940,77880,7788
P00249,Chrompet,1119,24,1,1,3,Yes,4.5,2.9,3.7,3028810,161536,16153.6
P02403,Chrompet,1051,27,1,1,3,Yes,2.9,4.1,3.5,3396120,42451,4245.1
P03391,Velachery,1601,187,2,1,4,No,4.9,4.5,4.7,3690690,135973,13597.3
P08256,T Nagar,1762,94,1,1,4,No,4.4,4.9,4.65,3354210,211191,21119.1
P04249,KK Nagar,1421,149,2,1,4,Yes,4.5,3.2,3.85,4507960,153462,15346.2
P05773,Chrompet,839,19,1,1,3,Yes,2.3,3,2.65,2739530,103913,10391.3
P04775,Chrompet,1067,143,1,1,3,Yes,4,5,4.5,2954400,91688,9168.8
P01288,Anna Nagar,1711,12,1,1,4,Yes,2.4,2.8,2.6,5235100,96436,9643.6
P04645,T Nagar,1629,66,1,1,4,No,3.9,2,2.95,4588010,235955,23595.5
P09498,Chrompet,969,11,1,1,3,No,2.3,3.5,2.9,3008990,66866,6686.6
P06548,Chrompet,1216,1,2,1,4,Yes,4.3,3.2,3.75,2993160,195707,19570.7
P09814,Velachery,1779,178,2,1,4,Yes,2.4,4.2,3.3,3982360,94319,9431.9
P06742,Anna Nagar,1721,11,1,1,4,Yes,4,4.3,4.15,3326090,114693,11469.3
P03680,Karapakkam,518,70,1,1,2,Yes,4.5,2.3,3.4,2508870,107523,10752.3
P09263,Chrompet,874,52,1,1,3,Yes,4.3,2.1,3.2,2082740,49986,4998.6
P05073,Karapakkam,550,49,1,1,2,Yes,2.3,4.5,3.4,2447670,114891,11489.1
P06249,Velachery,1969,6,3,2,5,Yes,3.8,3,3.4,3568960,103615,10361.5
P05544,KK Nagar,2105,57,3,2,5,Yes,4.2,3.3,3.75,5396710,138055,13805.5
P04700,Anna Nagar,1560,6,1,1,4,No,4.1,2.3,3.2,4525860,171249,17124.9
P01653,Karapakkam,1639,55,2,2,4,Yes,2.9,3.8,3.35,4273690,242561,24256.1
P01325,Chrompet,1166,60,1,1,3,Yes,4.4,3.2,3.8,3025360,113451,11345.1
P04613,Chrompet,1115,185,1,1,3,Yes,2.1,4.1,3.1,2257860,75262,7526.2
P04413,Karapakkam,566,196,1,1,2,Yes,2.2,4.6,3.4,1984460,66149,6614.9
P08546,Chrompet,920,57,1,1,3,Yes,3.8,4.6,4.2,4331100,175951,17595.1
P06256,T Nagar,1786,116,1,1,4,No,2.2,5,3.6,3165640,219159,21915.9
P05325,Karapakkam,1311,53,1,1,3,No,3.5,4.4,3.95,2727540,142059,14205.9
P08150,Anna Nagar,1511,0,1,1,4,No,4.9,4.4,4.65,3968120,105039,10503.9
P08879,Anna Nagar,1538,88,1,1,4,Yes,4.6,4.1,4.35,5594450,305152,30515.2
P07727,KK Nagar,2390,48,4,2,6,Yes,3.5,3.7,3.6,4355780,223675,22367.5
P00553,Chrompet,1262,17,2,1,4,No,4.6,4.3,4.45,2755330,91844,9184.4
P07157,KK Nagar,2005,5,3,2,5,No,4.5,3,3.75,7718610,299293,29929.3
P00781,T Nagar,1759,15,1,1,4,No,4.6,4.2,4.4,2791050,133970,13397
P07822,KK Nagar,1990,146,3,2,5,No,4.8,4.8,4.8,7448410,194306,19430.6
P07909,KK Nagar,2243,4,4,2,6,Yes,2.3,2.3,2.3,5043900,214366,21436.6
P00296,Anna Nagar,1505,25,1,1,4,Yes,4.5,3.7,4.1,4209250,116117,11611.7
P06361,Velachery,1528,99,2,1,4,Yes,3.5,3.4,3.45,4132480,228374,22837.4
P06988,KK Nagar,2457,31,4,2,6,Yes,3,5,4,5133610,256681,25668.1
P00667,Chrompet,891,100,1,1,3,Yes,3.9,2.4,3.15,2570000,102800,10280
P01794,Velachery,1779,192,2,1,4,No,3.4,4,3.7,5033690,190464,19046.4
P01186,Chrompet,1072,188,1,1,3,No,2,3.3,2.65,2271930,42073,4207.3
P06538,Velachery,1655,175,2,1,4,No,3.5,4.1,3.8,3028850,181731,18173.1
P04459,Karapakkam,1590,79,2,2,4,No,5,2.7,3.85,3504990,85488,8548.8
P07966,Adyar,650,47,1,1,2,No,3.7,2.6,3.15,2020710,49152,4915.2
P04860,Chrompet,756,162,1,1,2,No,4.3,4.3,4.3,2214300,125477,12547.7
P04197,T Nagar,1649,117,1,1,4,No,4.9,2.6,3.75,5606160,87596,8759.6
P04933,KK Nagar,1518,82,2,1,4,No,3.2,4.4,3.8,3149450,170970,17097
P08945,Adyar,884,178,1,1,3,No,4.4,3.7,4.05,3252860,108429,10842.9
P08701,Velachery,1975,198,3,2,5,No,3.6,4.8,4.2,5004760,109479,10947.9
P00399,Chrompet,723,112,1,1,2,Yes,3.6,4.5,4.05,2870350,30754,3075.4
P09196,Chrompet,737,141,1,1,2,Yes,2.1,3.4,2.75,2258570,109286,10928.6
P03699,Karapakkam,592,160,1,1,2,No,2.8,2.1,2.45,2259130,106312,10631.2
P05142,Karapakkam,1550,174,2,2,4,Yes,3.5,2.2,2.85,3739630,97230,9723
P00372,Chrompet,961,148,1,1,3,Yes,2.6,3.2,2.9,3689010,98374,9837.4
P08161,Chrompet,1127,161,1,1,3,Yes,4,3,3.5,3594050,53245,5324.5
P07855,Anna Nagar,1936,122,2,1,5,No,2,3.9,2.95,3867340,103129,10312.9
P06091,Velachery,1746,124,2,1,4,Yes,4.7,4.8,4.75,3825440,165424,16542.4
P09351,Chrompet,1257,131,2,1,4,No,3.2,3.8,3.5,2810520,166550,16655
P08146,KK Nagar,1539,81,2,1,4,Yes,5,3.2,4.1,4250340,152576,15257.6
P06591,Karapakkam,1263,192,1,1,3,No,3.4,3,3.2,3876650,132374,13237.4
P07996,Chrompet,1030,1,1,1,3,No,2.8,2,2.4,3651230,113314,11331.4
P02483,Karapakkam,1474,134,2,2,4,Yes,2.6,4,3.3,2883130,140038,14003.8
P08998,Anna Nagar,1811,147,2,1,5,No,2,4.8,3.4,4796990,106600,10660
P00564,Chrompet,1162,20,1,1,3,No,3.3,4.2,3.75,2098720,57896,5789.6
P03443,Velachery,1595,180,2,1,4,Yes,2.7,3.9,3.3,3254950,150229,15022.9
P08058,KK Nagar,1590,3,2,1,4,Yes,5,3.8,4.4,3595380,239692,23969.2
P05258,Karapakkam,1440,184,2,2,4,No,5,2.8,3.9,3050810,81851,8185.1
P03513,KK Nagar,2028,178,3,2,5,No,3.9,3.2,3.55,5679360,181740,18174
P05626,Chrompet,850,42,1,1,3,Yes,3.6,2.9,3.25,2908880,103889,10388.9
P02120,Velachery,1930,107,3,2,5,Yes,2.5,3.6,3.05,3965180,86738,8673.8
P08194,Chrompet,1083,108,1,1,3,Yes,2.8,3.4,3.1,2549800,152988,15298.8
P02190,Anna Nagar,1537,114,1,1,4,No,3.3,2.6,2.95,6340820,154236,15423.6
P04293,KK Nagar,2424,129,4,2,6,No,2.6,2.9,2.75,6181020,154526,15452.6
P05802,KK Nagar,1553,174,2,1,4,Yes,5,3.3,4.15,6847320,335379,33537.9
P07292,KK Nagar,1729,165,2,1,4,Yes,5,2.6,3.8,7703360,200287,20028.7
P00495,T Nagar,1663,97,1,1,4,No,3.5,3.1,3.3,4691890,113743,11374.3
P06942,KK Nagar,1452,90,2,1,4,Yes,4.2,3.9,4.05,4399500,146650,14665
P02883,KK Nagar,1785,97,3,2,5,No,4.9,4.6,4.75,4749870,199188,19918.8
P03746,Karapakkam,761,187,1,1,2,Yes,2.9,4.9,3.9,2114370,74289,7428.9
P08799,Chrompet,919,67,1,1,3,Yes,4.2,4.2,4.2,3073420,98789,9878.9
P04315,Karapakkam,1265,48,1,1,3,Yes,4.2,4.9,4.55,4725240,98443,9844.3
P00435,Chrompet,1291,189,2,1,4,No,4.3,3.3,3.8,2877320,55690,5569
P02106,Anna Nagar,1657,21,1,1,4,Yes,3.7,4.3,4,3564520,103486,10348.6
P04350,Karapakkam,564,160,1,1,2,No,2.1,3,2.55,2613780,58677,5867.7
P04859,Chrompet,1158,167,1,1,3,No,4.6,2.3,3.45,2594330,62622,6262.2
P07191,KK Nagar,1826,91,3,2,5,No,2.5,4.2,3.35,4670760,142982,14298.2
P05546,Velachery,1820,121,3,2,5,Yes,4.5,3.2,3.85,5507040,157344,15734.4
P03461,Karapakkam,1348,116,2,2,4,No,4.5,3.7,4.1,2988970,76314,7631.4
P09711,Velachery,1740,142,2,1,4,Yes,4.1,2.9,3.5,2696100,109529,10952.9
P00735,Chrompet,881,43,1,1,3,No,2.6,3.7,3.15,2377420,63398,6339.8
P01845,Anna Nagar,1745,128,1,1,4,No,2.5,3.6,3.05,3465770,136155,13615.5
P03067,Velachery,1668,102,2,1,4,Yes,5,2,3.5,5307980,237462,23746.2
P02840,Karapakkam,910,194,1,1,3,Yes,5,3,4,1918980,133263,13326.3
P04000,Anna Nagar,1563,77,1,1,4,No,4.8,3,3.9,3971470,136165,13616.5
P00427,Chrompet,1106,44,1,1,3,No,5,4.6,4.8,2963140,152647,15264.7
P08699,Chrompet,1219,65,2,1,4,Yes,4.3,5,4.65,4075930,235150,23515
P09824,Velachery,1694,182,2,1,4,No,4.3,4.4,4.35,3363320,73573,7357.3
P09193,Adyar,710,45,1,1,2,No,4,2.9,3.45,2733280,96987,9698.7
P03871,Karapakkam,568,141,1,1,2,No,4.8,3.7,4.25,1977000,39540,3954
P03017,Chrompet,1112,83,1,1,3,Yes,4.1,2.9,3.5,3955080,204573,20457.3
P03896,KK Nagar,1606,70,2,1,4,No,3,3.4,3.2,3245150,131834,13183.4
P08332,Chrompet,1008,23,1,1,3,No,4.7,4.5,4.6,2211660,122870,12287
P04703,KK Nagar,2233,50,4,2,6,No,2.4,2.1,2.25,4641600,119015,11901.5
P08779,Adyar,1237,139,2,2,4,No,4.5,2.8,3.65,2940960,9803,980.3
P04680,Karapakkam,923,200,1,1,3,No,4.5,2.9,3.7,2274750,126963,12696.3
P08840,T Nagar,1827,152,2,1,5,No,4.7,4.8,4.75,4964950,156788,15678.8
P09835,Velachery,1811,136,3,2,5,Yes,2.1,2.3,2.2,4367880,116477,11647.7
P09962,Velachery,1924,199,3,2,5,Yes,4.5,4.5,4.5,3338350,85599,8559.9
P07321,Velachery,1867,66,3,2,5,No,3.9,4.5,4.2,4002510,145546,14554.6
P00969,Anna Nagar,1975,103,2,1,5,Yes,4.2,3.3,3.75,6263550,223698,22369.8
P02205,KK Nagar,2280,20,4,2,6,Yes,2.4,2.9,2.65,9600100,307203,30720.3
P03447,Velachery,1731,149,2,1,4,Yes,5,4,4.5,2913160,58263,5826.3
P01299,Chrompet,922,155,1,1,3,Yes,2.5,4,3.25,3335990,173471,17347.1
P01391,Anna Nagar,1907,88,2,1,5,No,4.4,2.4,3.4,3767800,69774,6977.4
P01669,Karapakkam,736,131,1,1,2,Yes,4.8,3.6,4.2,4780500,191220,19122
P08539,T Nagar,1610,25,1,1,4,Yes,2,2.2,2.1,4042880,234748,23474.8
P05322,T Nagar,1886,34,2,1,5,Yes,2.1,2.7,2.4,7272390,418713,41871.3
P01296,T Nagar,1633,62,1,1,4,No,5,2.9,3.95,5489620,109792,10979.2
P00205,Chrompet,1143,56,1,1,3,No,3.4,3.2,3.3,3544180,88605,8860.5
P08620,Chrompet,1117,193,1,1,3,No,3.6,2.1,2.85,2672850,103465,10346.5
P03029,Chrompet,1122,109,1,1,3,No,3.9,2,2.95,2490000,42931,4293.1
P01710,Karapakkam,1264,134,1,1,3,No,2.5,4.7,3.6,3222500,70895,7089.5
P02519,Anna Nagar,1893,186,2,1,5,No,2.3,2.2,2.25,3191790,229809,22980.9
P00578,Chrompet,822,133,1,1,3,No,2,3.5,2.75,2131110,48122,4812.2
P08231,KK Nagar,1812,166,3,2,5,Yes,3.1,4.6,3.85,5094270,130319,13031.9
P00227,Chrompet,1091,62,1,1,3,No,3.5,3.5,3.5,2776290,162748,16274.8
P09478,Velachery,1972,68,3,2,5,Yes,2,4,3,5210480,98577,9857.7
P04529,Chrompet,939,134,1,1,3,Yes,2.7,2.3,2.5,3624050,120802,12080.2
P00314,Chrompet,1004,44,1,1,3,No,2.9,2.5,2.7,2282010,78993,7899.3
P07290,Anna Nagar,1726,83,1,1,4,No,3.9,2.2,3.05,3713990,116062,11606.2
P02877,Karapakkam,1094,154,1,1,3,No,4.7,4.4,4.55,2348690,74169,7416.9
P06560,Adyar,1119,32,1,1,3,Yes,2.4,4.4,3.4,2836980,64061,6406.1
P08286,Chrompet,914,185,1,1,3,No,2.3,2.1,2.2,3645020,176728,17672.8
P08774,Adyar,1093,17,1,1,3,No,2.5,3.9,3.2,3294880,28242,2824.2
P01536,KK Nagar,1790,36,3,2,5,Yes,2.4,3.2,2.8,6837390,124316,12431.6
P03396,Adyar,1133,132,1,1,3,No,4.9,2.9,3.9,3473220,71507,7150.7
P01860,Adyar,902,192,1,1,3,No,4.8,3,3.9,3573660,75235,7523.5
P03038,KK Nagar,1790,66,3,2,5,Yes,3.9,4.7,4.3,4722620,223703,22370.3
P07081,Chrompet,1095,5,1,1,3,No,4,3.8,3.9,2136080,23734,2373.4
P02882,Chrompet,957,125,1,1,3,Yes,3.6,4.1,3.85,4003210,181964,18196.4
P07402,KK Nagar,1451,28,2,1,4,No,3.3,2.8,3.05,3577440,165113,16511.3
P01344,Chrompet,820,183,1,1,3,Yes,4.8,3.1,3.95,3224220,136785,13678.5
P02508,KK Nagar,1980,105,3,2,5,No,2.3,2.7,2.5,6396170,367780,36778
P06174,KK Nagar,1333,129,2,1,4,No,2,3.4,2.7,4170430,87288,8728.8
P05326,Chrompet,891,11,1,1,3,Yes,4.3,2.1,3.2,2670430,151324,15132.4
P00921,T Nagar,1761,159,1,1,4,No,3.4,2.1,2.75,7074100,262752,26275.2
P08385,Anna Nagar,1642,76,1,1,4,Yes,3.1,3,3.05,6503930,267809,26780.9
P08336,Velachery,1601,157,2,1,4,No,4.1,2.8,3.45,4771470,232456,23245.6
P05271,Chrompet,1007,109,1,1,3,Yes,3.2,4.7,3.95,2406840,86646,8664.6
P09333,Anna Nagar,1843,199,2,1,5,No,3.6,2.9,3.25,3628990,188170,18817
P08110,Velachery,1591,108,2,1,4,No,3.8,4.5,4.15,4856570,206404,20640.4
P00656,Chrompet,925,59,1,1,3,Yes,2.8,2.2,2.5,3143900,167020,16702
P04339,Chrompet,973,157,1,1,3,No,4.3,2,3.15,2373700,110208,11020.8
P06651,Adyar,979,193,1,1,3,Yes,3,5,4,3990720,22171,2217.1
P00557,Chrompet,736,15,1,1,2,No,4.4,4.5,4.45,2975020,41035,4103.5
P00084,Chrompet,983,163,1,1,3,Yes,2.6,2,2.3,3571290,59522,5952.2
P02225,KK Nagar,1595,51,2,1,4,No,5,3,4,4989590,249479,24947.9
P00284,T Nagar,1659,84,1,1,4,No,2.8,4.2,3.5,3217290,128692,12869.2
P07871,Chrompet,1166,177,1,1,3,No,2.3,2,2.15,2660850,123540,12354
P07246,T Nagar,1590,126,1,1,4,No,2.6,2.5,2.55,3280910,70305,7030.5
P08722,T Nagar,1918,140,2,1,5,No,2.5,3.9,3.2,4368030,179860,17986
P07010,Adyar,1213,115,2,2,4,Yes,2,2.4,2.2,2515660,61192,6119.2
P08916,Chrompet,1276,20,2,1,4,No,2.6,3.6,3.1,2822820,94094,9409.4
P01876,Adyar,1111,190,1,1,3,No,3.9,2.6,3.25,2247390,54666,5466.6
P00046,Anna Nagar,1764,104,1,1,4,No,3.7,4.9,4.3,3087420,154371,15437.1
P04662,Karapakkam,984,25,1,1,3,Yes,4,4.9,4.45,2309750,118173,11817.3
P03247,Adyar,933,192,1,1,3,Yes,4.9,4.5,4.7,2504610,58932,5893.2
P01704,Karapakkam,1485,102,2,2,4,Yes,3,4,3.5,3977000,151126,15112.6
P05663,Chrompet,852,189,1,1,3,Yes,2.6,3,2.8,2590910,112273,11227.3
P04795,KK Nagar,2233,1,4,2,6,No,4.3,4.5,4.4,4019300,91870,9187
P09656,Velachery,1978,97,3,2,5,Yes,4.1,4.8,4.45,5528840,198471,19847.1
P04330,Anna Nagar,1533,197,1,1,4,Yes,2,2.1,2.05,4861310,104171,10417.1
P01223,Chrompet,1153,83,1,1,3,No,3.8,3.3,3.55,2438970,56284,5628.4
P06613,Chrompet,814,177,1,1,3,No,2,3.1,2.55,3493410,185587,18558.7
P07899,Adyar,1296,63,2,2,4,Yes,3.5,4,3.75,4655040,34913,3491.3
P07206,KK Nagar,2348,156,4,2,6,Yes,2.2,3,2.6,5213890,235866,23586.6
P09284,Adyar,707,200,1,1,2,No,3.6,2.2,2.9,2503870,16154,1615.4
P08406,T Nagar,1676,82,1,1,4,Yes,3.8,4.3,4.05,5220520,328699,32869.9
P05741,Karapakkam,1080,12,1,1,3,No,2.9,2.1,2.5,4092410,109131,10913.1
